Serovar	O	H1	H2	Probability
Newport	C2-C3	e,h	1,2	2.49362
Ferruch	C2-C3	e,h	1,5	0
Kottbus	C2-C3	e,h	1,5	0.02774
Newport	C2-C3	e,h	1,5	2.49362
Cremieu	C2-C3	e,h	1,6	0
Atakpame	C2-C3	e,h	1,7	0
Fillmore	C2-C3	e,h	e,n,x	0.00277
Tshiongwe	C2-C3	e,h	e,n,z15	0
Rechovot	C2-C3	e,h	z6	0
Sandow	C2-C3	f,g	e,n,z15	0
II	C2-C3	f,g,m,t	e,n,x	0
Emek	C2-C3	g,m,s	-	0.04161
Chincol	C2-C3	g,m,s	e,n,x	0
Reubeuss	C2-C3	g,m,t	-	0
II	C2-C3	g,m,t	1,7	0
Alminko	C2-C3	g,s,t	-	0
Nanergou	C2-C3	g,s,t	-	0
Lindenburg	C2-C3	i	1,2	0
Bargny	C2-C3	i	1,5	0
Takoradi	C2-C3	i	1,5	0.01664
Warnow	C2-C3	i	1,6	0
Malmoe	C2-C3	i	1,7	0
Bonariensis	C2-C3	i	e,n,x	0.02496
Aba	C2-C3	i	e,n,z15	0.00555
Cyprus	C2-C3	i	l,w	0
Magherafelt	C2-C3	i	l,w	0
Kentucky	C2-C3	i	z6	0.36059
Kallo	C2-C3	k	1,2	0
Haardt	C2-C3	k	1,5	0.01664
Blockley	C2-C3	k	1,5	0.14424
Schwerin	C2-C3	k	e,n,x	0
Charlottenburg	C2-C3	k	e,n,z15	0
IIIb	C2-C3	k	z35	0
Pakistan	C2-C3	l,v	1,2	0
Litchfield	C2-C3	l,v	1,2	0.47431
Loanda	C2-C3	l,v	1,5	0
Amherstiana	C2-C3	l,v	1,6	0
Manchester	C2-C3	l,v	1,7	0.00277
II	C2-C3	l,v	e,n,x	0
Holcomb	C2-C3	l,v	e,n,x	0.00555
Edmonton	C2-C3	l,v	e,n,z15	0
Lund	C2-C3	l,v	z6	0
Fayed	C2-C3	l,w	1,2	0
II	C2-C3	l,w	z6	0
Hiduddify	C2-C3	l,z13,z28	1,5	0
Breukelen	C2-C3	l,z13,z28	e,n,z15	0
II	C2-C3	l,z28	e,n,x	0
Bassa	C2-C3	m,t	-	0
Yokoe	C2-C3	m,t	-	0
II	C2-C3	m,t	1,5	0
II	C2-C3	m,t	e,n,x	0
Bsilla	C2-C3	r	1,2	0
Hindmarsh	C2-C3	r	1,5	0
Akanji	C2-C3	r	1,7	0
Noya	C2-C3	r	1,7	0
Goldcoast	C2-C3	r	l,w	0.00555
IIIb	C2-C3	r	z	0
Bovismorbificans	C2-C3	r,i	1,5	0.25241
Cocody	C2-C3	r,i	e,n,z15	0
Hidalgo	C2-C3	r,i	e,n,z15	0.00277
Brikama	C2-C3	r,i	l,w	0
Altona	C2-C3	r,i	z6	0.00832
Altona	C2-C3	r	z6	0.00832
Giza	C2-C3	y	1,2	0
Lamphun	C2-C3	y	1,2	0
Tananarive	C2-C3	y	1,5	0
Brunei	C2-C3	y	1,5	0.00277
Bulgaria	C2-C3	y	1,6	0
II	C2-C3	y	1,6	0
Alagbon	C2-C3	y	1,7	0
Inchpark	C2-C3	y	1,7	0
Daarle	C2-C3	y	e,n,x	0
Sunnycove	C2-C3	y	e,n,x	0
Praha	C2-C3	y	e,n,z15	0.02219
Benue	C2-C3	y	l,w	0
Sindelfingen	C2-C3	y	l,w	0
Kralingen	C2-C3	y	z6	0
II	C2-C3	z	1,5	0
Mowanjum	C2-C3	z	1,5	0
Marmande	C2-C3	z	1,7	0
Kalumburu	C2-C3	z	e,n,z15	0
Phaliron	C2-C3	z	e,n,z15	0
Kuru	C2-C3	z	l,w	0
Daula	C2-C3	z	z6	0
Bazenheid	C2-C3	z10	1,2	0
Zerifin	C2-C3	z10	1,2	0
Mapo	C2-C3	z10	1,5	0
Paris	C2-C3	z10	1,5	0
Cleveland	C2-C3	z10	1,7	0
Istanbul	C2-C3	z10	e,n,x	0.06102
Hadar	C2-C3	z10	e,n,x	2.16632
Chomedey	C2-C3	z10	e,n,z15	0.00277
Glostrup	C2-C3	z10	e,n,z15	0.00555
Remiremont	C2-C3	z10	l,w	0
Wippra	C2-C3	z10	z6	0
Molade	C2-C3	z10	z6	0.00277
II	C2-C3	z29	1,5	0
II	C2-C3	z29	e,n,x	0
II	C2-C3	z29	e,n,x	0
Tamale	C2-C3	z29	e,n,z15	0
Uno	C2-C3	z29	e,n,z15	0
Kolda	C2-C3	z35	1,2	0
Yarm	C2-C3	z35	1,2	0
Angers	C2-C3	z35	z6	0
Apeyeme	C2-C3	z38	-	0.00277
Bellevue	C2-C3	z4,z23	1,7	0
Lezennes	C2-C3	z4,z23	1,7	0
Breda	C2-C3	z4,z23	e,n,x	0
Chailey	C2-C3	z4,z23	e,n,z15	0.00555
Dabou	C2-C3	z4,z23	l,w	0
Corvallis	C2-C3	z4,z23	z6	0.13869
Duesseldorf	C2-C3	z4,z24	-	0
Albany	C2-C3	z4,z24	-	0.09153
Tallahassee	C2-C3	z4,z32	-	0
Diogoye	C2-C3	z41	z6	0
Aesch	C2-C3	z60	1,2	0
Aminatu	E	a	1,2	0
Goelzau	E	a	1,5	0
Niumi	E	a	1,5	0
Juba	E	a	1,7	0
Oxford	E	a	1,7	0.00555
II	E	a	e,n,x	0
Masembe	E	a	e,n,x	0
Galil	E	a	e,n,z15	0
Gwoza	E	a	e,n,z15	0
II	E	a	l,v	0
Alkmaar	E	a	l,w	0
II	E	a	z39	0
Kalina	E	b	1,2	0
Gnesta	E	b	1,5	0.00277
Butantan	E	b	1,5	0.00832
Allerton	E	b	1,6	0
Visby	E	b	1,6	0
Huvudsta	E	b	1,7	0
Benfica	E	b	e,n,x	0
II	E	b	e,n,x	0
Tambacounda	E	b	e,n,x	0.0111
Kande	E	b	e,n,z15	0
Yaba	E	b	e,n,z15	0
Broughton	E	b	l,w	0
Epicrates	E	b	l,w	0
Chittagong	E	b	z35	0
Westminster	E	b	z35	0.00277
II	E	b	z39	0
Accra	E	b	z6	0
Wilmington	E	b	z6	0
Asylanta	E	c	1,2	0
Eastglam	E	c	1,5	0
Gbadago	E	c	1,5	0.00277
Bida	E	c	1,6	0
Ikayi	E	c	1,6	0
Madiago	E	c	1,7	0
Pramiso	E	c	1,7	0
Agege	E	c	e,n,z15	0
Anderlecht	E	c	l,w	0
Okefoko	E	c	z6	0
Stormont	E	d	1,2	0
Umbadah	E	d	1,2	0
Shangani	E	d	1,5	0
Ahmadi	E	d	1,5	0.00277
Lekke	E	d	1,6	0
Onireke	E	d	1,7	0
Wanatah	E	d	1,7	0
II	E	d	e,n,x	0
Souza	E	d	e,n,x	0
Madjorio	E	d	e,n,z15	0
Liverpool	E	d	e,n,z15	0.0111
Birmingham	E	d	l,w	0
Tilburg	E	d	l,w	0
Maron	E	d	z35	0
Niloese	E	d	z6	0
Weybridge	E	d	z6	0
Vejle	E	e,h	1,2	0.00832
Vilvoorde	E	e,h	1,5	0
Muenster	E	e,h	1,5	0.21913
Hayindogo	E	e,h	1,6	0
Anatum	E	e,h	1,6	0.36891
Nyborg	E	e,h	1,7	0
Sanktmarx	E	e,h	1,7	0
Newlands	E	e,h	e,n,x	0
Lamberhurst	E	e,h	e,n,z15	0
Sao	E	e,h	e,n,z15	0
Calabar	E	e,h	l,w	0
Meleagridis	E	e,h	l,w	0.01664
Sekondi	E	e,h	z6	0
II	E	e,n,x	1,7	0
Rideau	E	f,g	-	0
Alfort	E	f,g	e,n,x	0
Regent	E	f,g,s	1,6	0
Bilu	E	f,g,t	1,2,7	0
Petahtikve	E	f,g,t	1,7	0
Maiduguri	E	f,g,t	e,n,z15	0
Suberu	E	g,m	-	0
Amsterdam	E	g,m,s	-	0.02219
II	E	g,m,s,t	1,5	0
Kouka	E	g,m,t	-	0
Senftenberg	E	g,s,t	-	0.37169
Dessau	E	g,s,t	-	0
Westhampton	E	g,s,t	-	0
II	E	g,t	-	0
Bloomsbury	E	g,t	1,5	0
Cuckmere	E	i	1,2	0
Stratford	E	i	1,2	0
Amounderness	E	i	1,5	0
Ouagadougou	E	i	1,5	0
Chichester	E	i	1,6	0
Tibati	E	i	1,6	0
Truro	E	i	1,7	0
Bessi	E	i	e,n,x	0
Machaga	E	i	e,n,x	0
Avonmouth	E	i	e,n,z15	0
Falkensee	E	i	e,n,z15	0.00555
Hoboken	E	i	l,w	0
Zuilen	E	i	l,w	0
Taksony	E	i	z6	0
Yeerongpilly	E	i	z6	0
Wimborne	E	k	1,2	0
Oesterbro	E	k	1,5	0
Zanzibar	E	k	1,5	0.00555
Bethune	E	k	1,7	0
Serrekunda	E	k	1,7	0
Yundum	E	k	e,n,x	0
Marienthal	E	k	e,n,z15	0
Newrochelle	E	k	l,w	0
Nchanga	E	l,v	1,2	0
Ngor	E	l,v	1,5	0
Sinstorf	E	l,v	1,5	0
London	E	l,v	1,6	0.1165
Parkroyal	E	l,v	1,7	0
Give	E	l,v	1,7	0.18307
II	E	l,v	e,n,x	0
Ruzizi	E	l,v	e,n,z15	0
Svedvi	E	l,v	e,n,z15	0
Sinchew	E	l,v	z35	0
II	E	l,v	z6	0
Fulda	E	l,w	1,5	0
Assinie	E	l,w	z6	0
Freiburg	E	l,z13	1,2	0
Westerstede	E	l,z13	1,2	0
Uganda	E	l,z13	1,5	0.30234
Winterthur	E	l,z13	1,6	0
Lokstedt	E	l,z13,z28	1,2	0
Stuivenberg	E	l,z13,z28	1,5	0
Bedford	E	l,z13,z28	e,n,z15	0
Fallowfield	E	l,z13,z28	e,n,z15	0
Hoghton	E	l,z13,z28	z6	0
II	E	l,z28	1,5	0
Joal	E	l,z28	1,7	0
Tomelilla	E	l,z28	1,7	0
II	E	l,z28	e,n,x	0
Kindia	E	l,z28	e,n,x	0
Lamin	E	l,z28	e,n,x	0
II	E	l,z28	z39	0
Cannstatt	E	m,t	-	0
II	E	m,t	1,5	0
Southbank	E	m,t	1,6	0
II	E	m,t	e,n,x	0
Ughelli	E	r	1,5	0
Elisabethville	E	r	1,7	0
Simi	E	r	e,n,z15	0
Yalding	E	r	e,n,z15	0
Weltevreden	E	r	z6	0.30234
Seegefeld	E	r,i	1,2	0
Dumfries	E	r,i	1,6	0
Fareham	E	r,i	l,w	0
Amager	E	y	1,2	0.00277
Gatineau	E	y	1,5	0
Orion	E	y	1,5	0.02774
Mokola	E	y	1,7	0
Thies	E	y	1,7	0
Cannonhill	E	y	e,n,x	0
Kinson	E	y	e,n,x	0
Ohlstedt	E	y	e,n,x	0
Bolton	E	y	e,n,z15	0
Slade	E	y	e,n,z15	0
Krefeld	E	y	l,w	0
Langensalza	E	y	l,w	0
Stockholm	E	y	z6	0
Fufu	E	z	1,5	0
II	E	z	1,5	0
Korlebu	E	z	1,5	0
Harleystreet	E	z	1,6	0
Kainji	E	z	1,6	0
Huddinge	E	z	1,7	0
Lerum	E	z	1,7	0
II	E	z	e,n,x	0
Schoeneberg	E	z	e,n,z15	0
Carno	E	z	l,w	0
Clerkenwell	E	z	l,w	0
II	E	z	z39	0
Hongkong	E	z	z6	0
Landwasser	E	z	z6	0.00277
Okerara	E	z10	1,2	0
Yenne	E	z10	1,5	0
Lexington	E	z10	1,5	0.01664
Harrisonburg	E	z10	1,6	0
Coquilhatville	E	z10	1,7	0
Podiensis	E	z10	e,n,x	0
Dallgow	E	z10	e,n,z15	0
Kristianstad	E	z10	e,n,z15	0
Biafra	E	z10	z6	0
Jedburgh	E	z29	-	0
II	E	z29	e,n,x	0
Everleigh	E	z29	e,n,x	0
Llandoff	E	z29	z6	0
Catumagos	E	z35	1,5	0
Ratchaburi	E	z35	1,6	0
Zongo	E	z35	1,7	0
II	E	z35	e,n,x,z15	0
Shannon	E	z35	l,w	0
Cairina	E	z35	z6	0
Macallen	E	z36	-	0
Sandaga	E	z38	1,2	0
Albertslund	E	z38	1,6	0
Ochiogu	E	z38	e,n,z15	0
II	E	z38	z42	0
Bolombo	E	z38	z6	0
II	E	z39	1,5,7	0
Adabraka	E	z4,z23	1,7	0
Ilugun	E	z4,z23	z6	0
Wagadugu	E	z4,z23	z6	0
Florian	E	z4,z24	-	0
II	E	z4,z24	-	0
Sambre	E	z4,z24	-	0
Dortmund	E	z41	1,2,5	0
Pietersburg	E	z69	1,7	0
II	F	-	1,5	0
Gallen	F	a	1,2	0
Marseille	F	a	1,5	0
VI	F	a	1,5	0
Massilia	F	a	1,6	0
Toowong	F	a	1,7	0
II	F	a	e,n,z15	0
Luciana	F	a	e,n,z15	0.00277
Epinay	F	a	l,z13,z28	0
II	F	a	z6	0
Atento	F	b	1,2	0
Leeuwarden	F	b	1,5	0
Wohlen	F	b	1,6	0
VI	F	b	1,7	0
VI	F	b	e,n,x	0
Pharr	F	b	e,n,z15	0
Erfurt	F	b	z6	0
Chiredzi	F	c	1,5	0
Brindisi	F	c	1,6	0
Woodinville	F	c	e,n,x	0
II	F	c	e,n,z15	0
Ati	F	d	1,2	0
Gustavia	F	d	1,5	0
Chandans	F	d	e,n,x	0.00277
Findorff	F	d	z6	0
Chingola	F	e,h	1,2	0
Adamstua	F	e,h	1,6	0
Redhill	F	e,h	l,z13,z28	0
Abuja	F	g,m	1,5	0
II	F	g,m,s,t	z39	0
Missouri	F	g,s,t	-	0
IV	F	g,z51	-	0
Aberdeen	F	i	1,2	0.06102
Brijbhumi	F	i	1,5	0.00277
Heerlen	F	i	1,6	0
Veneziana	F	i	e,n,x	0
Pretoria	F	k	1,2	0
Abaetetuba	F	k	1,5	0.00832
Sharon	F	k	1,6	0
Colobane	F	k	1,7	0
Kisarawe	F	k	e,n,x,z15	0.00832
Mannheim	F	k	l,w	0
Amba	F	k	l,z13,z28	0
IIIb	F	k	z53	0
Stendal	F	l,v	1,2	0
Maracaibo	F	l,v	1,5	0
Fann	F	l,v	e,n,x	0
Bullbay	F	l,v	e,n,z15	0
IIIb	F	l,v	z	0
IIIb	F	l,v	z53	0
Glidji	F	l,w	1,5	0
Tours	F	l,z13	1,2	0
Connecticut	F	l,z13,z28	1,5	0
Osnabrueck	F	l,z13,z28	e,n,x	0
II	F	l,z28	e,n,x	0
Moers	F	m,t	-	0
II	F	m,t	e,n,x	0
Senegal	F	r	1,5	0
Rubislaw	F	r	e,n,x	0.05548
Clanvillian	F	r	e,n,z15	0
Volta	F	r	l,z13,z28	0
Euston	F	r,i	e,n,x,z15	0
Solt	F	y	1,5	0
Jalisco	F	y	1,7	0
Herzliya	F	y	e,n,x	0
Woumbou	F	y	e,n,x,z15	0
Crewe	F	z	1,5	0
Maroua	F	z	1,7	0
II	F	z	e,n,x	0
II	F	z	z39	0
Nyanza	F	z	z6	0
Wentworth	F	z10	1,2	0
Straengnaes	F	z10	1,5	0
Telhashomer	F	z10	e,n,x	0.00277
Lene	F	z38	-	0
IIIa	F	z4,z23	-	0
IV	F	z4,z23	-	0
Remete	F	z4,z23	1,6	0
Etterbeek	F	z4,z23	e,n,z15	0
Yehuda	F	z4,z24	-	0
IV	F	z4,z32	-	0
Maastricht	F	z41	1,2	0
II	G	-	1,6	0
Chagoua	G	a	1,5	0
II	G	a	1,5	0
Mim	G	a	1,6	0
II	G	a	e,n,x	0
Wyldegreen	G	a	l,w	0
Marshall	G	a	l,z13,z28	0
II	G	a	z42	0
Vaertan	G	b	-	0
II	G	b	1,5	0
Ibadan	G	b	1,5	0.00832
Mississippi	G	b	1,5	0.1165
Bracknell	G	b	1,6	0
Oudwijk	G	b	1,6	0
Rottnest	G	b	1,7	0
Ullevi	G	b	e,n,x	0
Bahati	G	b	e,n,z15	0.00277
Durham	G	b	e,n,z15	0.0111
Sanktjohann	G	b	l,w	0
II	G	b	z42	0
Haouaria	G	c	e,n,x,z15	0
Wichita	G	d	-	0
Handen	G	d	1,2	0
II	G	d	1,5	0
Mishmarhaemek	G	d	1,5	0
Friedenau	G	d	1,6	0
Grumpensis	G	d	1,7	0.00555
II	G	d	e,n,x	0
Diguel	G	d	e,n,z15	0
Telelkebir	G	d	e,n,z15	0.13591
Putten	G	d	l,w	0.01942
Isuge	G	d	z6	0
Vridi	G	e,h	-	0
Willemstad	G	e,h	-	0
Tschangu	G	e,h	1,5	0
II	G	e,n,x	1,5,7	0
Havana	G	f,g	-	0.12759
Raus	G	f,g	e,n,x	0
